# mapping_set_id: https://blackcatinformatics.ca/gmeow/mappings/wikidata
# mapping_set_version: 0.1.0
# license: https://creativecommons.org/licenses/by/4.0/
# mapping_tool: gmeow-dev sync --mode update --outputs generated (mappings)
# mapping_tool_version: 0.1.0
# mapping_date: 2026-06-03
# comment: "GMEOW term to Wikidata Q-item alignments (concept-scheme layer; QIDs validated)."
# curie_map:
#   gmeow: https://blackcatinformatics.ca/gmeow/
#   lang: https://blackcatinformatics.ca/lang/
#   math: https://blackcatinformatics.ca/math/
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   wd: http://www.wikidata.org/entity/
subject_id	predicate_id	object_id	object_label	mapping_justification	confidence	comment
gmeow:rightsTypePlantBreedersRights	skos:closeMatch	wd:Q695112	plant breeders' rights	semapv:ManualMappingCuration	0.8	
gmeow:rightsTypeRelatedRights	skos:closeMatch	wd:Q489344	related rights	semapv:ManualMappingCuration	0.8	
gmeow:rightsTypeTradeSecret	skos:closeMatch	wd:Q602938	trade secret	semapv:ManualMappingCuration	0.8	
gmeow:rightsTypeTrademark	skos:closeMatch	wd:Q167270	trademark	semapv:ManualMappingCuration	0.8	
gmeow:trademarkMark	skos:relatedMatch	wd:P1716	brand	semapv:ManualMappingCuration	0.6	
lang:CommunicativeAct	skos:closeMatch	wd:Q25481968	speech act	semapv:ManualMappingCuration	0.9	lang:CommunicativeAct records what a use of a form does; wd:Q25481968 (speech act — an utterance that serves a performative function) is the same notion. A concept-scoped match, so skos:closeMatch.
lang:CommunicativeForce	skos:closeMatch	wd:Q1599204	illocutionary act	semapv:ManualMappingCuration	0.9	lang:CommunicativeForce is the illocutionary force of a communicative act; wd:Q1599204 (illocutionary act, coined by J. L. Austin) is the same category. A concept-scoped match, so skos:closeMatch.
lang:CompositionRule	skos:closeMatch	wd:Q936559	principle of compositionality	semapv:ManualMappingCuration	0.9	lang:CompositionRule is a rule of the compositional program building a composed denotation from its constituents; wd:Q936559 (principle of compositionality) is the principle it realizes. A concept-scoped match, so skos:closeMatch.
lang:CompositionRule	skos:relatedMatch	wd:Q3272938	Montague grammar	semapv:ManualMappingCuration	0.9	The Montagovian program (wd:Q3272938, Montague grammar) is the compositional-semantics framework lang:CompositionRule draws its fragment from. A related framework rather than identity, so skos:relatedMatch.
lang:Denotation	skos:closeMatch	wd:Q1189753	denotation	semapv:ManualMappingCuration	0.9	lang:Denotation is the reified record of what a form means; wd:Q1189753 (denotation — the literal meaning of a sign) is the semiotic notion GMEOW reifies. A concept-scoped match, so skos:closeMatch.
lang:IndexicalAnchor	skos:relatedMatch	wd:Q340015	deixis	semapv:ManualMappingCuration	0.9	lang:IndexicalAnchor is the deictic centre an interpretation act resolves indexicals against; wd:Q340015 (deixis) is the phenomenon it anchors. A related notion rather than identity, so skos:relatedMatch.
lang:Orthography	skos:closeMatch	wd:Q43091	orthography	semapv:ManualMappingCuration	0.9	lang:Orthography is the sign-system→script writing convention (which script a sign system is written in, through lang:orthographyFor + lang:usesScript); wd:Q43091 (orthography) is Wikidata's class for the conventions of writing a language. A close match to the convention concept, distinct from the bare repertoire lang:Script.
lang:Script	skos:closeMatch	wd:Q8192	writing system	semapv:ManualMappingCuration	0.9	lang:Script is a first-class character repertoire (a script); wd:Q8192 (writing system) is Wikidata's class for a system of visual signs for writing. GMEOW distinguishes the bare repertoire (lang:Script) from the orthographic convention (lang:Orthography), so the match to the broader Wikidata class is close, not exact.
lang:Sense	skos:closeMatch	wd:Q1570700	word sense	semapv:ManualMappingCuration	0.9	lang:Sense is a lexicalized way of meaning; wd:Q1570700 (word sense — one of the meanings of a word) is the same notion at the lexical level. A concept-scoped match, so skos:closeMatch.
lang:corefersWith	skos:closeMatch	wd:Q63087	coreference	semapv:ManualMappingCuration	0.9	lang:corefersWith links two referring expressions naming one discourse referent; wd:Q63087 (coreference — when two or more expressions refer to the same thing) is the same relation. A concept-scoped match, so skos:closeMatch.
lang:english	skos:exactMatch	wd:Q1860	English	semapv:ManualMappingCuration	1.0	lang:english is the English natural language; wd:Q1860 (English) is the same language. Identity, so skos:exactMatch.
lang:featCase	skos:closeMatch	wd:Q128234	grammatical case	semapv:ManualMappingCuration	0.9	lang:featCase is the Case feature key; wd:Q128234 (case) is the linguistic category — categorization of nouns and modifiers by function. A concept-scoped match, so skos:closeMatch.
lang:featNumber	skos:closeMatch	wd:Q104083	grammatical number	semapv:ManualMappingCuration	0.9	lang:featNumber is the Number feature key; wd:Q104083 (grammatical number) is the linguistic category. A concept-scoped match to the feature-inventory key, so skos:closeMatch.
lang:featTense	skos:closeMatch	wd:Q177691	tense	semapv:ManualMappingCuration	0.9	lang:featTense is the Tense feature key; wd:Q177691 (tense) is the linguistic category locating a situation in time. A concept-scoped match, so skos:closeMatch.
lang:latinScript	skos:exactMatch	wd:Q8229	Latin script	semapv:ManualMappingCuration	1.0	lang:latinScript is the Latin script; wd:Q8229 (Latin script) is the same character repertoire. Identity, so skos:exactMatch.
lang:noun	skos:exactMatch	wd:Q1084	noun	semapv:ManualMappingCuration	1.0	lang:noun is the noun part of speech; wd:Q1084 (noun) is the same category. Identity, so skos:exactMatch.
lang:presupposes	skos:relatedMatch	wd:Q1076131	presupposition	semapv:ManualMappingCuration	0.9	lang:presupposes relates a form to the content it presupposes; wd:Q1076131 (presupposition — assumed context surrounding an utterance) is the phenomenon. A related notion (a property vs a concept), so skos:relatedMatch.
lang:verb	skos:exactMatch	wd:Q24905	verb	semapv:ManualMappingCuration	1.0	lang:verb is the verb part of speech; wd:Q24905 (verb) is the same category. Identity, so skos:exactMatch.
math:AbelianGroup	skos:exactMatch	wd:Q181296	abelian group	semapv:ManualMappingCuration	1.0	math:AbelianGroup is a group with a commutative operation; wd:Q181296 (abelian group) is the same concept. Identity, so skos:exactMatch.
math:ActivationFunction	skos:exactMatch	wd:Q4677469	activation function	semapv:ManualMappingCuration	1.0	math:ActivationFunction is the elementwise nonlinearity of a neural layer; wd:Q4677469 (activation function) is the same concept. Identity, so skos:exactMatch.
math:AlgebraicStructure	skos:exactMatch	wd:Q205464	algebraic structure	semapv:ManualMappingCuration	1.0	math:AlgebraicStructure is a set equipped with operations satisfying axioms; wd:Q205464 (algebraic structure) is the same concept. Identity, so skos:exactMatch.
math:Automorphism	skos:exactMatch	wd:Q782566	automorphism	semapv:ManualMappingCuration	1.0	math:Automorphism is an isomorphism of a structure with itself; wd:Q782566 (automorphism) is the same concept. Identity, so skos:exactMatch.
math:AutomorphismGroup	skos:exactMatch	wd:Q60790315	automorphism group	semapv:ManualMappingCuration	1.0	math:AutomorphismGroup is the group of a structure's automorphisms — its symmetry group; wd:Q60790315 (automorphism group) is the same concept. Identity, so skos:exactMatch.
math:BayesianNetwork	skos:exactMatch	wd:Q812540	Bayesian network	semapv:ManualMappingCuration	1.0	math:BayesianNetwork is a DAG of random variables with conditional probability tables; wd:Q812540 (Bayesian network) is the same probabilistic graphical model. Identity, so skos:exactMatch.
math:BilinearForm	skos:exactMatch	wd:Q837924	bilinear form	semapv:ManualMappingCuration	1.0	math:BilinearForm is a map linear in each argument; wd:Q837924 (bilinear form) is the same concept. Identity, so skos:exactMatch.
math:BoundaryAtInfinity	skos:closeMatch	wd:Q1191139	point at infinity	semapv:ManualMappingCuration	0.8	math:BoundaryAtInfinity is the boundary — the set of ideal points — a compactification adjoins at infinity; wd:Q1191139 (point at infinity) is the 'limiting point in some geometric spaces' such a boundary collects. closeMatch, not identity: the GMEOW term is the boundary set of ideal points, a close but non-invertible (set-versus-point) counterpart of the individual point-at-infinity concept.
math:CartanMatrix	skos:exactMatch	wd:Q2004951	Cartan matrix	semapv:ManualMappingCuration	1.0	math:CartanMatrix is the integer matrix of Cartan integers of a root system's simple roots; wd:Q2004951 (Cartan matrix) is the same concept. Identity, so skos:exactMatch.
math:ClosedFormFunction	skos:closeMatch	wd:Q777407	closed-form expression	semapv:ManualMappingCuration	0.9	math:ClosedFormFunction is a function given by an explicit closed-form expression in one formal argument; wd:Q777407 (closed-form expression, 'mathematical formula built with arithmetic operations and other previously defined functions') names the closed-form expression concept the function's body IS. closeMatch, not identity: the GMEOW class is the function abstracted over that expression (carrying its formal argument, parameters, domain, and codomain), a close but non-invertible counterpart of the bare expression concept. QID curl-validated July 2026.
math:CommutativeRing	skos:exactMatch	wd:Q858656	commutative ring	semapv:ManualMappingCuration	1.0	math:CommutativeRing is a ring whose multiplication commutes; wd:Q858656 (commutative ring) is the same concept. Identity, so skos:exactMatch.
math:CompactSpace	skos:exactMatch	wd:Q381892	compact space	semapv:ManualMappingCuration	1.0	math:CompactSpace is a space where every open cover has a finite subcover; wd:Q381892 (compact space) is the same concept. Identity, so skos:exactMatch.
math:Compactification	skos:closeMatch	wd:Q546145	compactification	semapv:ManualMappingCuration	0.9	math:Compactification is the structured four-role record of embedding an unbounded space in a bounded one; wd:Q546145 (compactification) is the same concept — 'embedding a topological space into a compact space as a dense subset'. closeMatch, not identity: the GMEOW term is a structured record naming its four roles, a close but non-invertible counterpart of the bare Wikidata concept.
math:ComplexManifold	skos:exactMatch	wd:Q578874	complex manifold	semapv:ManualMappingCuration	1.0	math:ComplexManifold is a manifold with holomorphic transition maps; wd:Q578874 (complex manifold) is the same concept. Identity, so skos:exactMatch.
math:ConditionalProbability	skos:exactMatch	wd:Q327069	conditional probability	semapv:ManualMappingCuration	1.0	math:ConditionalProbability P(A|B) names both event and conditioning context; wd:Q327069 (conditional probability) is the same concept. Identity, so skos:exactMatch.
math:ConformalCompactification	skos:relatedMatch	wd:Q864015	Penrose diagram	semapv:ManualMappingCuration	0.7	math:ConformalCompactification is the general Penrose-style conformal compactification carrying a conformal factor; wd:Q864015 (Penrose diagram) is the two-dimensional diagram OF such a compactification of spacetime, capturing its causal relations — a related but non-identical concept (a diagram/reading, not the compactification map itself), and Wikidata has no dedicated 'conformal compactification' entity, so skos:relatedMatch.
math:ConnectedSpace	skos:exactMatch	wd:Q1491995	connected space	semapv:ManualMappingCuration	1.0	math:ConnectedSpace is a space not the disjoint union of two non-empty open sets; wd:Q1491995 (connected space) is the same concept. Identity, so skos:exactMatch.
math:ContinuousMap	skos:closeMatch	wd:Q170058	continuous function	semapv:ManualMappingCuration	0.9	math:ContinuousMap is a continuous map of topological spaces; wd:Q170058 (continuous function, 'preimage of an open set is open') is the same notion phrased as a function. closeMatch (map vs function framing).
math:CountingMeasure	skos:exactMatch	wd:Q247204	counting measure	semapv:ManualMappingCuration	1.0	math:CountingMeasure assigns to a set the number of its elements; wd:Q247204 (counting measure) is the same measure. Identity, so skos:exactMatch.
math:Derivative	skos:exactMatch	wd:Q29175	derivative	semapv:ManualMappingCuration	1.0	math:Derivative is the instantaneous rate of change d/dx; wd:Q29175 (derivative, mathematics) is the same concept. Identity, so skos:exactMatch (the QID disambiguates the financial and chemistry senses).
math:Dimensionless	skos:closeMatch	wd:Q126818	dimensionless quantity	semapv:ManualMappingCuration	0.85	math:Dimensionless is the identity of the dimension vector space (zero vector); wd:Q126818 (dimensionless quantity) is the close counterpart (a quantity of that dimension rather than the dimension itself). closeMatch.
math:Distance	skos:closeMatch	wd:Q847073	Euclidean distance	semapv:ManualMappingCuration	0.85	math:Distance is the general norm-induced metric distance; wd:Q847073 (Euclidean distance) is the specific ℓ₂ instance. closeMatch: the general metric distance and the Euclidean special case are close but non-invertible counterparts.
math:Distribution	skos:exactMatch	wd:Q200726	probability distribution	semapv:ManualMappingCuration	1.0	math:Distribution is a law assigning probabilities over outcomes; wd:Q200726 (probability distribution) is the same concept. Identity, so skos:exactMatch.
math:DynkinDiagram	skos:exactMatch	wd:Q5319218	Dynkin diagram	semapv:ManualMappingCuration	1.0	math:DynkinDiagram is the graph classifying a root system's simple roots; wd:Q5319218 (Dynkin diagram) is the same concept. Identity, so skos:exactMatch.
math:Eigendecomposition	skos:closeMatch	wd:Q190524	eigenvectors and eigenvalues	semapv:ManualMappingCuration	0.9	math:Eigendecomposition factors an operator into its eigenvalue/eigenvector pairs; wd:Q190524 (eigenvectors and eigenvalues) names the underlying concept. The decomposition object is a facet of that concept, so skos:closeMatch.
math:EncryptionScheme	skos:closeMatch	wd:Q141090	encryption	semapv:ManualMappingCuration	0.85	math:EncryptionScheme is the scheme (key + encrypt/decrypt maps); wd:Q141090 (encryption) names the process. closeMatch, not identity: the scheme and the process are close but non-invertible counterparts.
math:ExtendedRealLine	skos:closeMatch	wd:Q1416516	extended real number line	semapv:ManualMappingCuration	0.9	math:ExtendedRealLine is the signed extended real line ℝ̄ = ℝ ∪ {−∞, +∞}; wd:Q1416516 (extended real number line) names the same two-point compactification concept. closeMatch, not identity: the GMEOW term is a system individual carrying the adjunction machinery (its poles and subsystem edges), a close but non-invertible counterpart of the bare Wikidata concept — the same rung the finite number systems take.
math:FactorGraph	skos:exactMatch	wd:Q5428725	factor graph	semapv:ManualMappingCuration	1.0	math:FactorGraph is a bipartite graph representing the factorization of a joint distribution; wd:Q5428725 (factor graph) is the same concept. Identity, so skos:exactMatch.
math:Field	skos:exactMatch	wd:Q190109	field	semapv:ManualMappingCuration	1.0	math:Field is a commutative ring whose non-zero elements form a multiplicative group; wd:Q190109 (field) is the same concept. Identity, so skos:exactMatch.
math:Filtration	skos:closeMatch	wd:Q17099562	persistent homology	semapv:ManualMappingCuration	0.85	math:Filtration is the indexed nested family a persistence computation runs over; wd:Q17099562 (persistent homology) is the method built on that family, not the family itself. A related but non-identical concept, so skos:closeMatch rather than skos:exactMatch.
math:GramMatrix	skos:exactMatch	wd:Q1409400	Gramian matrix	semapv:ManualMappingCuration	1.0	math:GramMatrix is the symmetric matrix of inner products of a set of vectors (the matrix of a symmetric bilinear form in a basis); wd:Q1409400 (Gramian matrix) is the same concept. Identity, so skos:exactMatch.
math:Group	skos:exactMatch	wd:Q83478	group	semapv:ManualMappingCuration	1.0	math:Group is a monoid in which every element has an inverse; wd:Q83478 (group) is the same concept. Identity, so skos:exactMatch.
math:GroupAction	skos:exactMatch	wd:Q288465	group action	semapv:ManualMappingCuration	1.0	math:GroupAction is the action of a group on a set compatible with the group operation; wd:Q288465 (group action) is the same concept. Identity, so skos:exactMatch.
math:GroupHomomorphism	skos:exactMatch	wd:Q868169	group homomorphism	semapv:ManualMappingCuration	1.0	math:GroupHomomorphism preserves the group operation; wd:Q868169 (group homomorphism) is the same concept. Identity, so skos:exactMatch.
math:GroupRepresentation	skos:exactMatch	wd:Q1055807	group representation	semapv:ManualMappingCuration	1.0	math:GroupRepresentation is a homomorphism of a group into a general linear group; wd:Q1055807 (group representation) is the same concept. Identity, so skos:exactMatch.
math:Homeomorphism	skos:exactMatch	wd:Q202906	homeomorphism	semapv:ManualMappingCuration	1.0	math:Homeomorphism is a continuous bijection with continuous inverse; wd:Q202906 (homeomorphism) is the same concept. Identity, so skos:exactMatch. Distinct from a homomorphism (curl-verified sense to avoid the homeo/homo confusable).
math:HomologyGroup	skos:closeMatch	wd:Q1144780	homology	semapv:ManualMappingCuration	0.9	math:HomologyGroup is the n-th homology group Hₙ(X); wd:Q1144780 (homology, 'associating a sequence of algebraic objects') is the theory it belongs to. closeMatch (a group in the sequence vs the theory); curl-verified distinct from homotopy.
math:HomomorphicEncryptionScheme	skos:exactMatch	wd:Q2154943	homomorphic encryption	semapv:ManualMappingCuration	1.0	math:HomomorphicEncryptionScheme is a scheme allowing computation on ciphertexts; wd:Q2154943 (homomorphic encryption) is the same concept. Identity, so skos:exactMatch.
math:Homomorphism	skos:exactMatch	wd:Q215111	homomorphism	semapv:ManualMappingCuration	1.0	math:Homomorphism is a structure-preserving map between algebraic structures; wd:Q215111 (homomorphism) is the same concept. Identity, so skos:exactMatch.
math:Homotopy	skos:exactMatch	wd:Q746083	homotopy	semapv:ManualMappingCuration	1.0	math:Homotopy is a continuous deformation between two continuous maps; wd:Q746083 (homotopy) is the same concept. Identity, so skos:exactMatch (curl-verified to distinguish from homology Q1144780).
math:Ideal	skos:exactMatch	wd:Q44649	ideal	semapv:ManualMappingCuration	1.0	math:Ideal is an additive subgroup of a ring closed under multiplication by any ring element; wd:Q44649 (ideal, ring theory) is the same concept. Identity, so skos:exactMatch.
math:InnerProductSpace	skos:exactMatch	wd:Q214159	inner product space	semapv:ManualMappingCuration	1.0	math:InnerProductSpace is a vector space with an inner product; wd:Q214159 (inner product space) is the same concept. Identity, so skos:exactMatch.
math:Integral	skos:exactMatch	wd:Q80091	integral	semapv:ManualMappingCuration	1.0	math:Integral is the first-class integral object ∫ f dμ; wd:Q80091 (integral) is the same operation of calculus. Identity, so skos:exactMatch.
math:Interval	skos:closeMatch	wd:Q185148	interval	semapv:ManualMappingCuration	0.9	math:Interval is the ordered real interval { x ∈ ℝ̄ | lower ⋚ x ⋚ upper }; wd:Q185148 (interval, 'subset of an ordered set consisting of all elements between two given endpoints') names the same order-theoretic concept. closeMatch, not identity: the GMEOW class is the specialization over the extended real line carrying its endpoints and both endpoint inclusions, a close but non-invertible counterpart of the general ordered-set concept.
math:Isomorphism	skos:exactMatch	wd:Q189112	isomorphism	semapv:ManualMappingCuration	1.0	math:Isomorphism is an invertible structure-preserving map; wd:Q189112 (isomorphism) is the same concept. Identity, so skos:exactMatch.
math:KnowledgeGraphEmbedding	skos:exactMatch	wd:Q33003557	knowledge graph embedding	semapv:ManualMappingCuration	1.0	math:KnowledgeGraphEmbedding maps a graph into a latent space; wd:Q33003557 (knowledge graph embedding) is the same concept. Identity, so skos:exactMatch.
math:Lattice	skos:exactMatch	wd:Q1096885	lattice	semapv:ManualMappingCuration	1.0	math:Lattice is a discrete subgroup of a real vector space that spans it; wd:Q1096885 (lattice, the discrete-subgroup sense) is the same concept. Identity, so skos:exactMatch.
math:LatticeHardnessAssumption	skos:closeMatch	wd:Q6497083	lattice-based cryptography	semapv:ManualMappingCuration	0.85	math:LatticeHardnessAssumption is the hardness assumption a scheme rests on; wd:Q6497083 (lattice-based cryptography) names the cryptographic family built on such assumptions. closeMatch: the assumption and the family that uses it are close but non-invertible counterparts.
math:LebesgueMeasure	skos:exactMatch	wd:Q827230	Lebesgue measure	semapv:ManualMappingCuration	1.0	math:LebesgueMeasure is the translation-invariant length/area/volume measure on ℝⁿ; wd:Q827230 (Lebesgue measure) is the same measure. Identity, so skos:exactMatch.
math:LieAlgebra	skos:exactMatch	wd:Q664495	Lie algebra	semapv:ManualMappingCuration	1.0	math:LieAlgebra is the infinitesimal structure of a Lie group — a vector space with an alternating bracket; wd:Q664495 (Lie algebra) is the same concept. Identity, so skos:exactMatch.
math:LieGroup	skos:exactMatch	wd:Q622679	Lie group	semapv:ManualMappingCuration	1.0	math:LieGroup is a group that is also a smooth manifold; wd:Q622679 (Lie group) is the same concept. Identity, so skos:exactMatch.
math:Limit	skos:closeMatch	wd:Q33540	limit of a function	semapv:ManualMappingCuration	0.9	math:Limit is a limit binding expression; wd:Q33540 (limit of a function) is the analysis concept it most directly realizes. closeMatch — the GMEOW class also covers limits of sequences.
math:LimitResult	skos:relatedMatch	wd:Q33540	limit of a function	semapv:ManualMappingCuration	0.6	math:LimitResult is the structured evaluated result of a limit — its outcome and value — not the limit concept itself; wd:Q33540 (limit of a function) is the concept it records the outcome of, a related resource rather than its identity (math:Limit already closeMatches Q33540), so skos:relatedMatch.
math:LinearMap	skos:exactMatch	wd:Q207643	linear map	semapv:ManualMappingCuration	1.0	math:LinearMap is a structure-preserving map between vector spaces; wd:Q207643 (linear map) is the same concept. Identity, so skos:exactMatch.
